latitude,longitude,Emmisions
43.394192,-113.955371,GHG emissions mtons CO2e
43.987275,-115.71511,GHG emissions mtons CO2e
48.324634,-116.627443,GHG emissions mtons CO2e
43.395171,-111.621878,GHG emissions mtons CO2e
48.773133,-116.524673,GHG emissions mtons CO2e
43.685101,-113.177631,GHG emissions mtons CO2e
43.502733,-114.772066,GHG emissions mtons CO2e
43.623051,-116.708527,GHG emissions mtons CO2e
42.786072,-111.544273,GHG emissions mtons CO2e
42.282313,-113.626328,GHG emissions mtons CO2e
44.290218,-112.354613,GHG emissions mtons CO2e
46.67257,-115.6535,GHG emissions mtons CO2e
44.273351,-114.252267,GHG emissions mtons CO2e
43.394698,-115.471205,GHG emissions mtons CO2e
42.173609,-111.822965,GHG emissions mtons CO2e
44.218091,-111.484429,GHG emissions mtons CO2e
44.061473,-116.398784,GHG emissions mtons CO2e
42.973185,-114.82142,GHG emissions mtons CO2e
45.849644,-115.467337,GHG emissions mtons CO2e
43.796965,-112.318588,GHG emissions mtons CO2e
42.691395,-114.262086,GHG emissions mtons CO2e
47.677113,-116.694918,GHG emissions mtons CO2e
46.81892,-116.730974,GHG emissions mtons CO2e
44.928506,-113.887042,GHG emissions mtons CO2e
46.236328,-116.42376,GHG emissions mtons CO2e
42.986181,-114.153899,GHG emissions mtons CO2e
43.788614,-111.656993,GHG emissions mtons CO2e
42.857211,-113.63984,GHG emissions mtons CO2e
46.333791,-116.760909,GHG emissions mtons CO2e
42.183895,-112.520449,GHG emissions mtons CO2e
42.572851,-116.18969,GHG emissions mtons CO2e
44.00243,-116.750238,GHG emissions mtons CO2e
42.694126,-112.844407,GHG emissions mtons CO2e
47.347694,-115.885092,GHG emissions mtons CO2e
43.760994,-111.211765,GHG emissions mtons CO2e
42.352309,-114.665639,GHG emissions mtons CO2e
44.85596,-115.618061,GHG emissions mtons CO2e
44.448223,-116.797792,GHG emissions mtons CO2e
39.986052,-91.194961,GHG emissions mtons CO2e
37.183657,-89.349516,GHG emissions mtons CO2e
38.885924,-89.436592,GHG emissions mtons CO2e
42.318983,-88.824295,GHG emissions mtons CO2e
39.962069,-90.750309,GHG emissions mtons CO2e
41.401304,-89.528377,GHG emissions mtons CO2e
39.164262,-90.666295,GHG emissions mtons CO2e
42.0709,-89.924189,GHG emissions mtons CO2e
39.969202,-90.245704,GHG emissions mtons CO2e
40.13898,-88.196996,GHG emissions mtons CO2e
39.545524,-89.279593,GHG emissions mtons CO2e
39.332364,-87.791687,GHG emissions mtons CO2e
38.746832,-88.482344,GHG emissions mtons CO2e
38.606295,-89.426228,GHG emissions mtons CO2e
39.51368,-88.220782,GHG emissions mtons CO2e
41.894294,-87.645455,GHG emissions mtons CO2e
39.002769,-87.760621,GHG emissions mtons CO2e
39.273121,-88.240619,GHG emissions mtons CO2e
41.894612,-88.768991,GHG emissions mtons CO2e
40.181499,-88.901853,GHG emissions mtons CO2e
39.766078,-88.222866,GHG emissions mtons CO2e
41.852058,-88.086038,GHG emissions mtons CO2e
39.679037,-87.74711,GHG emissions mtons CO2e
38.417095,-88.047941,GHG emissions mtons CO2e
39.047945,-88.592849,GHG emissions mtons CO2e
39.001125,-89.017923,GHG emissions mtons CO2e
40.596539,-88.224588,GHG emissions mtons CO2e
37.991848,-88.926246,GHG emissions mtons CO2e
40.46524,-90.202269,GHG emissions mtons CO2e
37.768677,-88.227964,GHG emissions mtons CO2e
39.355444,-90.387757,GHG emissions mtons CO2e
41.29241,-88.401054,GHG emissions mtons CO2e
38.085226,-88.539005,GHG emissions mtons CO2e
40.405792,-91.167987,GHG emissions mtons CO2e
37.517852,-88.266148,GHG emissions mtons CO2e
40.814471,-90.941246,GHG emissions mtons CO2e
41.350021,-90.130838,GHG emissions mtons CO2e
40.748867,-87.833601,GHG emissions mtons CO2e
37.786096,-89.381212,GHG emissions mtons CO2e
39.004874,-88.150763,GHG emissions mtons CO2e
38.30078,-88.92421,GHG emissions mtons CO2e
39.080192,-90.361365,GHG emissions mtons CO2e
42.362391,-90.21147,GHG emissions mtons CO2e
37.460709,-88.882131,GHG emissions mtons CO2e
41.939594,-88.42804,GHG emissions mtons CO2e
41.13951,-87.861117,GHG emissions mtons CO2e
41.58814,-88.430626,GHG emissions mtons CO2e
40.930941,-90.213761,GHG emissions mtons CO2e
42.326435,-87.436033,GHG emissions mtons CO2e
41.343341,-88.885931,GHG emissions mtons CO2e
38.718954,-87.730221,GHG emissions mtons CO2e
41.747442,-89.299351,GHG emissions mtons CO2e
40.894376,-88.552852,GHG emissions mtons CO2e
40.129122,-89.365307,GHG emissions mtons CO2e
40.455808,-90.678954,GHG emissions mtons CO2e
42.324298,-88.452245,GHG emissions mtons CO2e
40.494559,-88.844539,GHG emissions mtons CO2e
39.860237,-88.961529,GHG emissions mtons CO2e
39.2659,-89.926344,GHG emissions mtons CO2e
38.827082,-89.900195,GHG emissions mtons CO2e
38.648106,-88.920488,GHG emissions mtons CO2e
41.031119,-89.342371,GHG emissions mtons CO2e
40.236993,-89.913575,GHG emissions mtons CO2e
37.216119,-88.705658,GHG emissions mtons CO2e
40.022569,-89.794133,GHG emissions mtons CO2e
41.204791,-90.741433,GHG emissions mtons CO2e
38.277983,-90.179078,GHG emissions mtons CO2e
39.228093,-89.478004,GHG emissions mtons CO2e
39.7183,-90.202543,GHG emissions mtons CO2e
39.636896,-88.625726,GHG emissions mtons CO2e
42.041884,-89.320176,GHG emissions mtons CO2e
40.785995,-89.767106,GHG emissions mtons CO2e
38.084381,-89.368525,GHG emissions mtons CO2e
40.009056,-88.592328,GHG emissions mtons CO2e
39.625106,-90.889034,GHG emissions mtons CO2e
37.417169,-88.542374,GHG emissions mtons CO2e
37.215615,-89.127755,GHG emissions mtons CO2e
41.198961,-89.298347,GHG emissions mtons CO2e
38.056515,-89.82121,GHG emissions mtons CO2e
38.711552,-88.085698,GHG emissions mtons CO2e
41.468404,-90.572203,GHG emissions mtons CO2e
38.470198,-89.928546,GHG emissions mtons CO2e
37.751508,-88.545024,GHG emissions mtons CO2e
39.757258,-89.662032,GHG emissions mtons CO2e
40.156905,-90.613464,GHG emissions mtons CO2e
39.637002,-90.477771,GHG emissions mtons CO2e
39.384926,-88.798862,GHG emissions mtons CO2e
41.096908,-89.797411,GHG emissions mtons CO2e
42.349726,-89.665994,GHG emissions mtons CO2e
40.508074,-89.51626,GHG emissions mtons CO2e
37.485644,-89.244638,GHG emissions mtons CO2e
40.186754,-87.726778,GHG emissions mtons CO2e
38.445821,-87.839167,GHG emissions mtons CO2e
40.850441,-90.620223,GHG emissions mtons CO2e
38.35314,-89.417187,GHG emissions mtons CO2e
38.431857,-88.43243,GHG emissions mtons CO2e
38.087372,-88.178585,GHG emissions mtons CO2e
41.750571,-89.910957,GHG emissions mtons CO2e
41.448474,-87.978456,GHG emissions mtons CO2e
37.730353,-88.930018,GHG emissions mtons CO2e
42.337396,-89.161205,GHG emissions mtons CO2e
40.789789,-89.210607,GHG emissions mtons CO2e
40.745733,-84.93613,GHG emissions mtons CO2e
41.091855,-85.07223,GHG emissions mtons CO2e
39.205843,-85.897999,GHG emissions mtons CO2e
40.600945,-87.314846,GHG emissions mtons CO2e
40.472672,-85.32373,GHG emissions mtons CO2e
40.050892,-86.469014,GHG emissions mtons CO2e
39.192864,-86.239728,GHG emissions mtons CO2e
40.58498,-86.565141,GHG emissions mtons CO2e
40.753799,-86.355168,GHG emissions mtons CO2e
38.476217,-85.711122,GHG emissions mtons CO2e
39.393951,-87.115837,GHG emissions mtons CO2e
40.305944,-86.477567,GHG emissions mtons CO2e
38.289433,-86.440871,GHG emissions mtons CO2e
38.694546,-87.072759,GHG emissions mtons CO2e
39.148321,-84.973497,GHG emissions mtons CO2e
39.30598,-85.499831,GHG emissions mtons CO2e
41.401189,-85.000185,GHG emissions mtons CO2e
40.227543,-85.399262,GHG emissions mtons CO2e
38.373344,-86.873385,GHG emissions mtons CO2e
41.600693,-85.863986,GHG emissions mtons CO2e
39.639655,-85.185032,GHG emissions mtons CO2e
38.317936,-85.911474,GHG emissions mtons CO2e
40.121237,-87.234872,GHG emissions mtons CO2e
39.409762,-85.066964,GHG emissions mtons CO2e
41.050384,-86.265006,GHG emissions mtons CO2e
38.317398,-87.580523,GHG emissions mtons CO2e
40.515758,-85.654946,GHG emissions mtons CO2e
39.047147,-87.004771,GHG emissions mtons CO2e
40.053646,-86.021726,GHG emissions mtons CO2e
39.82253,-85.773162,GHG emissions mtons CO2e
38.18644,-86.103681,GHG emissions mtons CO2e
39.768963,-86.509908,GHG emissions mtons CO2e
39.929591,-85.397363,GHG emissions mtons CO2e
40.483537,-86.114118,GHG emissions mtons CO2e
40.826394,-85.478597,GHG emissions mtons CO2e
38.911957,-86.042516,GHG emissions mtons CO2e
41.017688,-87.118814,GHG emissions mtons CO2e
40.434972,-85.00338,GHG emissions mtons CO2e
38.783604,-85.44009,GHG emissions mtons CO2e
38.996234,-85.628111,GHG emissions mtons CO2e
39.495986,-86.0946,GHG emissions mtons CO2e
38.688391,-87.420354,GHG emissions mtons CO2e
41.244293,-85.861575,GHG emissions mtons CO2e
41.642468,-85.426302,GHG emissions mtons CO2e
41.472247,-87.374337,GHG emissions mtons CO2e
41.549013,-86.744739,GHG emissions mtons CO2e
38.839815,-86.48782,GHG emissions mtons CO2e
40.166203,-85.722454,GHG emissions mtons CO2e
39.782976,-86.135794,GHG emissions mtons CO2e
41.325003,-86.269036,GHG emissions mtons CO2e
38.705322,-86.801847,GHG emissions mtons CO2e
40.772881,-86.044258,GHG emissions mtons CO2e
39.160751,-86.523325,GHG emissions mtons CO2e
40.040296,-86.892715,GHG emissions mtons CO2e
39.482646,-86.447457,GHG emissions mtons CO2e
40.962399,-87.402172,GHG emissions mtons CO2e
41.40468,-85.417271,GHG emissions mtons CO2e
38.940527,-84.964299,GHG emissions mtons CO2e
38.547381,-86.489257,GHG emissions mtons CO2e
39.317339,-86.838845,GHG emissions mtons CO2e
39.77425,-87.19695,GHG emissions mtons CO2e
38.081436,-86.62654,GHG emissions mtons CO2e
38.397898,-87.232532,GHG emissions mtons CO2e
41.509916,-87.071313,GHG emissions mtons CO2e
38.027614,-87.868653,GHG emissions mtons CO2e
41.045272,-86.692538,GHG emissions mtons CO2e
39.665548,-86.853373,GHG emissions mtons CO2e
40.164174,-85.005481,GHG emissions mtons CO2e
39.10023,-85.260541,GHG emissions mtons CO2e
39.622357,-85.466403,GHG emissions mtons CO2e
41.617699,-86.288159,GHG emissions mtons CO2e
38.679431,-85.751898,GHG emissions mtons CO2e
39.524135,-85.792174,GHG emissions mtons CO2e
38.009697,-87.010375,GHG emissions mtons CO2e
41.284478,-86.644636,GHG emissions mtons CO2e
41.643467,-85.002405,GHG emissions mtons CO2e
39.089225,-87.415843,GHG emissions mtons CO2e
38.825854,-85.029681,GHG emissions mtons CO2e
40.38913,-86.893555,GHG emissions mtons CO2e
40.310229,-86.056207,GHG emissions mtons CO2e
39.623111,-84.925152,GHG emissions mtons CO2e
38.02007,-87.586166,GHG emissions mtons CO2e
39.854045,-87.462071,GHG emissions mtons CO2e
39.429143,-87.390375,GHG emissions mtons CO2e
40.843747,-85.795192,GHG emissions mtons CO2e
40.352658,-87.375847,GHG emissions mtons CO2e
38.097728,-87.272049,GHG emissions mtons CO2e
38.600613,-86.104751,GHG emissions mtons CO2e
39.863091,-85.006735,GHG emissions mtons CO2e
40.735273,-85.212974,GHG emissions mtons CO2e
40.75095,-86.864293,GHG emissions mtons CO2e
41.136426,-85.501892,GHG emissions mtons CO2e
41.328528,-94.478164,GHG emissions mtons CO2e
41.021656,-94.696906,GHG emissions mtons CO2e
43.274964,-91.382751,GHG emissions mtons CO2e
40.744296,-92.873061,GHG emissions mtons CO2e
41.679178,-94.904312,GHG emissions mtons CO2e
42.092547,-92.05763,GHG emissions mtons CO2e
42.471541,-92.308033,GHG emissions mtons CO2e
42.038601,-93.938363,GHG emissions mtons CO2e
42.780895,-92.327356,GHG emissions mtons CO2e
42.470328,-91.838666,GHG emissions mtons CO2e
42.741522,-95.141432,GHG emissions mtons CO2e
42.734708,-92.780066,GHG emissions mtons CO2e
42.38617,-94.643683,GHG emissions mtons CO2e
42.039492,-94.867647,GHG emissions mtons CO2e
41.333824,-94.933302,GHG emissions mtons CO2e
41.77236,-91.132611,GHG emissions mtons CO2e
43.074975,-93.250965,GHG emissions mtons CO2e
42.742737,-95.633262,GHG emissions mtons CO2e
43.059741,-92.31721,GHG emissions mtons CO2e
41.029191,-93.784096,GHG emissions mtons CO2e
43.081224,-95.149875,GHG emissions mtons CO2e
42.840985,-91.323576,GHG emissions mtons CO2e
41.898073,-90.534243,GHG emissions mtons CO2e
42.043119,-95.38909,GHG emissions mtons CO2e
41.685321,-94.040707,GHG emissions mtons CO2e
40.748089,-92.410345,GHG emissions mtons CO2e
40.736379,-93.78458,GHG emissions mtons CO2e
42.472937,-91.366767,GHG emissions mtons CO2e
40.915339,-91.186925,GHG emissions mtons CO2e
43.389611,-95.196057,GHG emissions mtons CO2e
42.463481,-90.878771,GHG emissions mtons CO2e
43.377984,-94.66937,GHG emissions mtons CO2e
42.864122,-91.840376,GHG emissions mtons CO2e
43.052741,-92.787367,GHG emissions mtons CO2e
42.736549,-93.271425,GHG emissions mtons CO2e
40.74259,-95.599182,GHG emissions mtons CO2e
42.042494,-94.388703,GHG emissions mtons CO2e
42.403323,-92.790261,GHG emissions mtons CO2e
41.683573,-94.501272,GHG emissions mtons CO2e
42.390768,-93.709198,GHG emissions mtons CO2e
43.075411,-93.743697,GHG emissions mtons CO2e
42.390208,-93.241669,GHG emissions mtons CO2e
41.688584,-95.827149,GHG emissions mtons CO2e
40.985864,-91.54427,GHG emissions mtons CO2e
43.365312,-92.321908,GHG emissions mtons CO2e
42.782221,-94.202775,GHG emissions mtons CO2e
42.39186,-95.507421,GHG emissions mtons CO2e
41.683918,-92.059123,GHG emissions mtons CO2e
42.164281,-90.574596,GHG emissions mtons CO2e
41.685551,-93.054147,GHG emissions mtons CO2e
41.006384,-91.96744,GHG emissions mtons CO2e
41.668877,-91.588924,GHG emissions mtons CO2e
42.125118,-91.116914,GHG emissions mtons CO2e
41.331182,-92.167721,GHG emissions mtons CO2e
43.212478,-94.213983,GHG emissions mtons CO2e
40.647588,-91.477157,GHG emissions mtons CO2e
42.077951,-91.597674,GHG emissions mtons CO2e
41.218211,-91.256994,GHG emissions mtons CO2e
41.033344,-93.331467,GHG emissions mtons CO2e
43.38358,-96.207201,GHG emissions mtons CO2e
41.330622,-94.015184,GHG emissions mtons CO2e
41.330797,-92.636366,GHG emissions mtons CO2e
41.331455,-93.093849,GHG emissions mtons CO2e
42.041691,-92.981452,GHG emissions mtons CO2e
41.033703,-95.619101,GHG emissions mtons CO2e
43.348564,-92.784466,GHG emissions mtons CO2e
42.049432,-95.956566,GHG emissions mtons CO2e
41.028847,-92.869642,GHG emissions mtons CO2e
41.021735,-95.15779,GHG emissions mtons CO2e
41.483776,-91.118699,GHG emissions mtons CO2e
43.083746,-95.625624,GHG emissions mtons CO2e
43.378542,-95.633788,GHG emissions mtons CO2e
40.73909,-95.14429,GHG emissions mtons CO2e
43.075337,-94.669055,GHG emissions mtons CO2e
42.737585,-96.215864,GHG emissions mtons CO2e
42.734033,-94.678279,GHG emissions mtons CO2e
41.684816,-93.568971,GHG emissions mtons CO2e
41.340184,-95.544905,GHG emissions mtons CO2e
41.684526,-92.522882,GHG emissions mtons CO2e
40.735334,-94.244251,GHG emissions mtons CO2e
42.387526,-95.105224,GHG emissions mtons CO2e
41.642079,-90.622289,GHG emissions mtons CO2e
41.679014,-95.308917,GHG emissions mtons CO2e
43.082646,-96.17801,GHG emissions mtons CO2e
42.037538,-93.466093,GHG emissions mtons CO2e
42.074848,-92.529411,GHG emissions mtons CO2e
40.737949,-94.697108,GHG emissions mtons CO2e
41.02855,-94.245091,GHG emissions mtons CO2e
40.754117,-91.952943,GHG emissions mtons CO2e
41.031263,-92.409482,GHG emissions mtons CO2e
41.336862,-93.564222,GHG emissions mtons CO2e
41.329401,-91.725052,GHG emissions mtons CO2e
40.739983,-93.332613,GHG emissions mtons CO2e
42.433579,-94.175831,GHG emissions mtons CO2e
43.378124,-93.743488,GHG emissions mtons CO2e
43.292989,-91.850788,GHG emissions mtons CO2e
42.39322,-96.053296,GHG emissions mtons CO2e
43.373491,-93.248533,GHG emissions mtons CO2e
42.733007,-93.734735,GHG emissions mtons CO2e
37.884228,-95.300945,GHG emissions mtons CO2e
38.215114,-95.292046,GHG emissions mtons CO2e
39.532544,-95.313397,GHG emissions mtons CO2e
37.222906,-98.685052,GHG emissions mtons CO2e
38.481239,-98.767837,GHG emissions mtons CO2e
37.8561,-94.850928,GHG emissions mtons CO2e
39.825931,-95.569905,GHG emissions mtons CO2e
37.773649,-96.83884,GHG emissions mtons CO2e
38.299475,-96.594029,GHG emissions mtons CO2e
37.154259,-96.245396,GHG emissions mtons CO2e
37.169392,-94.845698,GHG emissions mtons CO2e
39.789918,-101.727326,GHG emissions mtons CO2e
37.233831,-99.813869,GHG emissions mtons CO2e
39.344964,-97.168853,GHG emissions mtons CO2e
39.487329,-97.64139,GHG emissions mtons CO2e
38.23645,-95.729137,GHG emissions mtons CO2e
37.181442,-99.251293,GHG emissions mtons CO2e
37.234507,-96.837247,GHG emissions mtons CO2e
37.50582,-94.853897,GHG emissions mtons CO2e
39.783542,-100.459708,GHG emissions mtons CO2e
38.867735,-97.157943,GHG emissions mtons CO2e
39.788502,-95.147225,GHG emissions mtons CO2e
38.896415,-95.290946,GHG emissions mtons CO2e
37.883595,-99.304746,GHG emissions mtons CO2e
37.456026,-96.244642,GHG emissions mtons CO2e
38.914596,-99.317329,GHG emissions mtons CO2e
38.700845,-98.205355,GHG emissions mtons CO2e
38.049808,-100.739967,GHG emissions mtons CO2e
37.688416,-99.884748,GHG emissions mtons CO2e
38.558019,-95.278962,GHG emissions mtons CO2e
39.002156,-96.768037,GHG emissions mtons CO2e
38.917239,-100.48736,GHG emissions mtons CO2e
39.354972,-99.879894,GHG emissions mtons CO2e
37.547537,-101.299362,GHG emissions mtons CO2e
37.744513,-100.451716,GHG emissions mtons CO2e
38.480404,-101.80597,GHG emissions mtons CO2e
37.879347,-96.241732,GHG emissions mtons CO2e
37.995244,-101.793689,GHG emissions mtons CO2e
37.188184,-98.06659,GHG emissions mtons CO2e
38.050144,-97.436706,GHG emissions mtons CO2e
37.554979,-100.879952,GHG emissions mtons CO2e
38.087493,-99.898407,GHG emissions mtons CO2e
39.411145,-95.794485,GHG emissions mtons CO2e
39.239644,-95.375314,GHG emissions mtons CO2e
39.77701,-98.222584,GHG emissions mtons CO2e
38.883907,-94.82233,GHG emissions mtons CO2e
37.994461,-101.308136,GHG emissions mtons CO2e
37.552951,-98.144529,GHG emissions mtons CO2e
37.561231,-99.286539,GHG emissions mtons CO2e
37.191468,-95.297473,GHG emissions mtons CO2e
38.481286,-100.466185,GHG emissions mtons CO2e
39.189511,-95.038977,GHG emissions mtons CO2e
39.047276,-98.214265,GHG emissions mtons CO2e
38.216549,-94.844932,GHG emissions mtons CO2e
38.913269,-101.157407,GHG emissions mtons CO2e
38.455498,-96.161589,GHG emissions mtons CO2e
38.395812,-97.647489,GHG emissions mtons CO2e
38.359647,-97.102771,GHG emissions mtons CO2e
39.782709,-96.521243,GHG emissions mtons CO2e
37.243886,-100.360094,GHG emissions mtons CO2e
38.566772,-94.832963,GHG emissions mtons CO2e
39.393026,-98.207362,GHG emissions mtons CO2e
37.189537,-95.742403,GHG emissions mtons CO2e
38.688204,-96.651448,GHG emissions mtons CO2e
37.185249,-101.809516,GHG emissions mtons CO2e
39.791043,-96.005381,GHG emissions mtons CO2e
37.564283,-95.315683,GHG emissions mtons CO2e
38.480437,-99.908745,GHG emissions mtons CO2e
39.783867,-99.899235,GHG emissions mtons CO2e
38.648409,-95.707596,GHG emissions mtons CO2e
39.348261,-98.767942,GHG emissions mtons CO2e
39.137963,-97.654802,GHG emissions mtons CO2e
38.181477,-99.234772,GHG emissions mtons CO2e
39.784506,-99.34215,GHG emissions mtons CO2e
39.382187,-96.337113,GHG emissions mtons CO2e
37.647594,-98.74012,GHG emissions mtons CO2e
39.786198,-101.076738,GHG emissions mtons CO2e
37.948185,-98.078346,GHG emissions mtons CO2e
39.82891,-97.650921,GHG emissions mtons CO2e
38.347178,-98.201415,GHG emissions mtons CO2e
39.291211,-96.727489,GHG emissions mtons CO2e
39.346006,-99.324492,GHG emissions mtons CO2e
38.523592,-99.309183,GHG emissions mtons CO2e
38.91604,-98.770949,GHG emissions mtons CO2e
38.786327,-97.650153,GHG emissions mtons CO2e
38.481877,-100.90636,GHG emissions mtons CO2e
37.681045,-97.461054,GHG emissions mtons CO2e
37.180623,-100.854932,GHG emissions mtons CO2e
39.041805,-95.755664,GHG emissions mtons CO2e
39.350542,-100.441206,GHG emissions mtons CO2e
39.351352,-101.719859,GHG emissions mtons CO2e
39.78466,-98.785429,GHG emissions mtons CO2e
38.03563,-98.719889,GHG emissions mtons CO2e
37.565932,-101.789383,GHG emissions mtons CO2e
37.200969,-101.317577,GHG emissions mtons CO2e
37.236662,-97.493352,GHG emissions mtons CO2e
39.357706,-101.083438,GHG emissions mtons CO2e
38.921302,-99.865423,GHG emissions mtons CO2e
38.955154,-96.201262,GHG emissions mtons CO2e
38.926626,-101.771103,GHG emissions mtons CO2e
39.776714,-97.095611,GHG emissions mtons CO2e
38.481922,-101.347434,GHG emissions mtons CO2e
37.558515,-95.745175,GHG emissions mtons CO2e
37.888197,-95.758489,GHG emissions mtons CO2e
39.115384,-94.763087,GHG emissions mtons CO2e
37.105559,-85.28138,GHG emissions mtons CO2e
36.75077,-86.192458,GHG emissions mtons CO2e
38.005396,-84.986417,GHG emissions mtons CO2e
37.051323,-89.010367,GHG emissions mtons CO2e
36.963671,-85.925162,GHG emissions mtons CO2e
38.152249,-83.737641,GHG emissions mtons CO2e
36.72268,-83.681046,GHG emissions mtons CO2e
38.974595,-84.731431,GHG emissions mtons CO2e
38.202562,-84.20986,GHG emissions mtons CO2e
38.360004,-82.681406,GHG emissions mtons CO2e
37.618104,-84.868352,GHG emissions mtons CO2e
38.680365,-84.115235,GHG emissions mtons CO2e
37.506632,-83.28304,GHG emissions mtons CO2e
37.777988,-86.432919,GHG emissions mtons CO2e
37.969928,-85.702641,GHG emissions mtons CO2e
37.207013,-86.682471,GHG emissions mtons CO2e
37.148642,-87.870509,GHG emissions mtons CO2e
36.620978,-88.274086,GHG emissions mtons CO2e
38.946981,-84.379583,GHG emissions mtons CO2e
36.857726,-88.975757,GHG emissions mtons CO2e
38.668394,-85.124024,GHG emissions mtons CO2e
38.309549,-83.048796,GHG emissions mtons CO2e
37.321962,-84.92822,GHG emissions mtons CO2e
36.892059,-87.492986,GHG emissions mtons CO2e
37.970133,-84.144974,GHG emissions mtons CO2e
37.157317,-83.718433,GHG emissions mtons CO2e
36.727258,-85.136098,GHG emissions mtons CO2e
37.358149,-88.10501,GHG emissions mtons CO2e
36.784224,-85.393507,GHG emissions mtons CO2e
37.731671,-87.087139,GHG emissions mtons CO2e
37.227514,-86.218015,GHG emissions mtons CO2e
38.115438,-83.097209,GHG emissions mtons CO2e
37.692449,-83.963983,GHG emissions mtons CO2e
38.040676,-84.458274,GHG emissions mtons CO2e
38.368431,-83.706152,GHG emissions mtons CO2e
37.559878,-82.743361,GHG emissions mtons CO2e
38.234919,-84.868786,GHG emissions mtons CO2e
36.552511,-89.187659,GHG emissions mtons CO2e
38.760103,-84.862153,GHG emissions mtons CO2e
37.630162,-84.545856,GHG emissions mtons CO2e
38.64916,-84.625927,GHG emissions mtons CO2e
36.723344,-88.649897,GHG emissions mtons CO2e
37.458577,-86.344011,GHG emissions mtons CO2e
37.269637,-85.561403,GHG emissions mtons CO2e
38.563562,-82.93382,GHG emissions mtons CO2e
37.843325,-86.792761,GHG emissions mtons CO2e
37.695836,-85.963183,GHG emissions mtons CO2e
36.859223,-83.221497,GHG emissions mtons CO2e
38.444578,-84.334131,GHG emissions mtons CO2e
37.316435,-85.8791,GHG emissions mtons CO2e
37.792542,-87.572577,GHG emissions mtons CO2e
38.451585,-85.11989,GHG emissions mtons CO2e
36.675896,-88.972084,GHG emissions mtons CO2e
37.31107,-87.542196,GHG emissions mtons CO2e
37.403458,-84.020576,GHG emissions mtons CO2e
38.189532,-85.657624,GHG emissions mtons CO2e
37.873291,-84.58396,GHG emissions mtons CO2e
37.84926,-82.830639,GHG emissions mtons CO2e
38.930503,-84.533438,GHG emissions mtons CO2e
37.359724,-82.945724,GHG emissions mtons CO2e
36.887476,-83.85563,GHG emissions mtons CO2e
37.544462,-85.696841,GHG emissions mtons CO2e
37.113268,-84.119395,GHG emissions mtons CO2e
38.074457,-82.738302,GHG emissions mtons CO2e
37.608116,-83.719248,GHG emissions mtons CO2e
37.087846,-83.388617,GHG emissions mtons CO2e
37.118536,-82.861251,GHG emissions mtons CO2e
38.552152,-83.376774,GHG emissions mtons CO2e
37.457174,-84.658335,GHG emissions mtons CO2e
37.209517,-88.363426,GHG emissions mtons CO2e
36.859829,-86.881436,GHG emissions mtons CO2e
37.023976,-88.083391,GHG emissions mtons CO2e
37.053683,-88.712366,GHG emissions mtons CO2e
36.731136,-84.491052,GHG emissions mtons CO2e
37.526707,-87.265597,GHG emissions mtons CO2e
37.723592,-84.276998,GHG emissions mtons CO2e
37.698953,-83.069716,GHG emissions mtons CO2e
37.552604,-85.268959,GHG emissions mtons CO2e
36.882017,-88.332752,GHG emissions mtons CO2e
37.796774,-82.506623,GHG emissions mtons CO2e
38.594137,-83.828125,GHG emissions mtons CO2e
37.967476,-86.200863,GHG emissions mtons CO2e
37.950665,-83.597515,GHG emissions mtons CO2e
37.812085,-84.879694,GHG emissions mtons CO2e
36.992515,-85.633598,GHG emissions mtons CO2e
36.714077,-85.713508,GHG emissions mtons CO2e
38.038138,-83.912337,GHG emissions mtons CO2e
37.92294,-83.258944,GHG emissions mtons CO2e
37.213816,-87.134092,GHG emissions mtons CO2e
37.803188,-85.465955,GHG emissions mtons CO2e
38.337132,-84.025554,GHG emissions mtons CO2e
37.477859,-86.844871,GHG emissions mtons CO2e
38.400127,-85.456152,GHG emissions mtons CO2e
38.499394,-84.84159,GHG emissions mtons CO2e
37.423614,-83.691628,GHG emissions mtons CO2e
38.696284,-84.351944,GHG emissions mtons CO2e
37.241282,-83.217772,GHG emissions mtons CO2e
37.486031,-82.410913,GHG emissions mtons CO2e
37.800629,-83.820015,GHG emissions mtons CO2e
37.108312,-84.579986,GHG emissions mtons CO2e
38.513473,-84.06423,GHG emissions mtons CO2e
37.36105,-84.314368,GHG emissions mtons CO2e
38.20425,-83.42807,GHG emissions mtons CO2e
36.990605,-85.054874,GHG emissions mtons CO2e
38.289882,-84.579376,GHG emissions mtons CO2e
38.239028,-85.228266,GHG emissions mtons CO2e
36.740947,-86.581746,GHG emissions mtons CO2e
38.024903,-85.316765,GHG emissions mtons CO2e
37.366184,-85.327836,GHG emissions mtons CO2e
36.840338,-87.183642,GHG emissions mtons CO2e
36.807681,-87.858652,GHG emissions mtons CO2e
38.62004,-85.351208,GHG emissions mtons CO2e
37.658029,-87.95165,GHG emissions mtons CO2e
36.995634,-86.423579,GHG emissions mtons CO2e
37.754209,-85.175416,GHG emissions mtons CO2e
36.802011,-84.83044,GHG emissions mtons CO2e
37.51946,-87.68479,GHG emissions mtons CO2e
36.758024,-84.144648,GHG emissions mtons CO2e
37.743774,-83.495068,GHG emissions mtons CO2e
38.043103,-84.748863,GHG emissions mtons CO2e
30.291497,-92.411037,GHG emissions mtons CO2e
30.652744,-92.819605,GHG emissions mtons CO2e
30.206444,-90.912502,GHG emissions mtons CO2e
