county_state_name,population,Emissions_per_person
"Jessamine County, KY",51015,3.079996079584436
"Ohio County, KY",24152,3.0799105664127193
"Hubbard County, MN",20640,3.0795542635658917
"Blount County, AL",57704,3.0793359212532927
"Sequatchie County, TN",14710,3.0791298436437797
"Dodge County, GA",20995,3.078351988568707
"Casey County, KY",15928,3.077975891511803
"Lincoln County, OK",34640,3.077540415704388
"Bryan County, OK",44529,3.0775000561431876
"Caddo Parish, LA",253125,3.0774716049382715
"Pawnee County, OK",16444,3.077049379712965
"Sevier County, TN",94537,3.07676359520611
"Henderson County, KY",46362,3.076463483024891
"Mineral County, WV",27606,3.0753821632978338
"Crawford County, AR",61927,3.0748946340045538
"Putnam County, OH",34116,3.0726638527377186
"Wilson County, KS",8956,3.071572130415364
"Boyd County, NE",2006,3.070787637088734
"Alfalfa County, OK",5784,3.0703665283540804
"Franklin County, KY",49982,3.06902484894562
"Martin County, KY",12478,3.067478762622215
"Dickson County, TN",50926,3.0667046302478105
"Haskell County, OK",12835,3.0657576938059994
"Treutlen County, GA",6711,3.0631798539710924
"Jefferson County, TN",52851,3.0631397702976293
"DeKalb County, MO",12706,3.0614670234534866
"Pontotoc County, OK",38213,3.060790830345694
"Grant Parish, LA",22372,3.060700876095119
"Knox County, TN",448164,3.0598062316473436
"Warren County, TN",40099,3.05925334796379
"Hopkins County, KY",46359,3.0591686619642355
"Evangeline Parish, LA",33765,3.0590848511772544
"Lamar County, AL",14066,3.0589364424854257
"Mitchell County, GA",22778,3.058609184300641
"Lee County, IA",35172,3.05788695553281
"Ida County, IA",7041,3.057804289163471
"Webster County, GA",2672,3.0565119760479043
"Jackson County, OH",32717,3.0563315707430387
"Scott County, KY",51348,3.0560489210874815
"Douglas County, IL",19770,3.055690440060698
"Faribault County, MN",14119,3.055032226078334
"Harris County, GA",32992,3.052709747817653
"Marshall County, KS",9963,3.051390143531065
"Carter County, TN",56707,3.050769746239441
"Owen County, KY",10673,3.050688653611918
"Pennington County, MN",14156,3.0496609211641705
"Monroe County, KY",10692,3.0494762439206884
"Osage County, KS",16001,3.0475595275295295
"Johnson County, KS",572428,3.0460826514426267
"Tallapoosa County, AL",40958,3.045754187216173
"Green County, KY",11123,3.0453115166771556
"Coles County, IL",52802,3.0434642627173214
"Woodward County, OK",21111,3.043105490028895
"Sheridan County, KS",2522,3.042823156225218
"Taylor County, GA",8354,3.0422552070864257
"Walker County, GA",68143,3.042146662166327
"Miller County, AR",43666,3.0399166399487014
"Harrison County, TX",66431,3.0397103761797957
"Highland County, OH",43109,3.039295738708854
"Sequoyah County, OK",41344,3.0369582043343653
"Rawlins County, KS",2557,3.0367618302698474
"Chambers County, AL",34018,3.0356281968369685
"Kidder County, ND",2419,3.03513848697809
"Throckmorton County, TX",1520,3.0348684210526318
"Lee County, VA",24911,3.0344827586206895
"Paulding County, OH",19057,3.033950779241224
"Scioto County, OH",77366,3.033283354445105
"Todd County, KY",12465,3.0316887284396308
"Bland County, VA",6612,3.030399274047187
"Harrison County, KY",18629,3.0301143378603252
"Thomas County, GA",44977,3.0298597060719925
"Allen County, KY",20421,3.029675334214779
"Calhoun County, AL",115883,3.028563292286185
"Vernon Parish, LA",52101,3.028367977582004
"Garfield County, OK",62481,3.0258318528832766
"McCracken County, KY",65292,3.0257152484224714
"Washington County, OK",51892,3.025514530178062
"Prentiss County, MS",25339,3.0239946327795098
"Winston County, MS",18519,3.0237053836600247
"Eddy County, ND",2370,3.0236286919831223
"Candler County, GA",10962,3.0208903484765552
"Rock County, NE",1407,3.0191897654584223
"Red Lake County, MN",4042,3.0178129638792677
"Upshur County, TX",40295,3.0176200521156473
"Greene County, IN",32633,3.0172831183158153
"Greenbrier County, WV",35580,3.014530635188308
"Chilton County, AL",43817,3.014423625533469
"Meriwether County, GA",21195,3.011936777541873
"Vermilion County, IL",79613,3.011003228116011
"Albemarle County, VA",104287,3.010336858860644
"Jackson County, AL",52608,3.0097513686131387
"Bossier Parish, LA",124720,3.009517318794099
"Noxubee County, MS",11098,3.009190845197333
"Knox County, IN",37956,3.0091421646116556
"Marshall County, WV",32296,3.0084220956155563
"Putnam County, IN",37626,3.0077871684473503
"Fayette County, OH",28719,3.007555973397402
"Pike County, IN",12554,3.0071690297913016
"Heard County, GA",11571,3.0063088756373695
"Turner County, GA",8151,3.0055207949944793
"Muhlenberg County, KY",31216,3.005285750896976
"Norman County, MN",6638,3.0052726724917145
"Cabell County, WV",96623,3.005029858315308
"Richland County, ND",16329,3
"Morrill County, NE",4843,2.999793516415445
"Haywood County, TN",18129,2.9991725963925204
"Lowndes County, AL",10565,2.9991481306199717
"Jackson County, IN",43637,2.998968765038843
"Neshoba County, MS",29474,2.996573251000882
"Marion County, KY",19497,2.996358414114992
"Okmulgee County, OK",39322,2.995981893087839
"Labette County, KS",20833,2.9958719339509434
"Rush County, IN",16873,2.9957328275943818
"Allen County, KS",12951,2.9955987954598102
"Jay County, IN",21196,2.9932062653330815
"Fayette County, IL",22025,2.991782065834279
"Murray County, GA",39358,2.991107271710961
"Nemaha County, NE",7101,2.990564709195888
"Pike County, MS",39939,2.9893587721274946
"Adams County, ND",2348,2.9889267461669506
"Cheyenne County, KS",2679,2.98842851810377
"Whitley County, IN",33354,2.9879774539785333
"Morris County, KS",5694,2.9875307341060764
"Knox County, IL",51752,2.9856623898593293
"Evans County, GA",10733,2.985558557719184
"Nemaha County, KS",10177,2.98329566669942
"Toombs County, GA",27160,2.982842415316642
"Hancock County, KY",8716,2.981872418540615
"Winchester city, VA",27349,2.9816812314892682
"Jasper County, MS",16538,2.9793808199298586
"Putnam County, TN",74652,2.9782189358624014
"Codington County, SD",27886,2.978125224126802
"McLean County, ND",9576,2.977548036758563
"Hutchinson County, SD",7264,2.977422907488987
"Adair County, IA",7330,2.9768076398362893
"Tippah County, MS",22061,2.9746158379039933
"Doniphan County, KS",7793,2.9745925830873863
"Wilkes County, GA",9924,2.973498589278517
"Berrien County, GA",18986,2.9724007163172863
"Hancock County, TN",6609,2.9717052504160995
"Estill County, KY",14406,2.970151325836457
"Logan County, IL",29820,2.968678739101274
"Dawes County, NE",9082,2.967628275710196
"Darke County, OH",52185,2.9670020120724345
"Etowah County, AL",103363,2.9669707729071333
"Graham County, KS",2577,2.9662398137369035
"Craig County, OK",14683,2.965129741878363
"Coffee County, AL",50991,2.964307426800808
"DeSoto County, MS",170890,2.96399438235122
"Smith County, MS",16137,2.963623969758939
"Graves County, KY",37379,2.9634286631531075
"Woods County, OK",9125,2.9623013698630136
"Pulaski County, MO",53302,2.9618400810476153
"Colfax County, NE",10499,2.960853414610915
"Seminole County, OK",25403,2.960831397866394
"Ware County, GA",35671,2.9597712427462084
"Davidson County, TN",667885,2.9594481085815674
"Henderson County, TN",27952,2.959001144819691
"Kittson County, MN",4436,2.958521190261497
"Haywood County, NC",59577,2.957987142689293
"Marshall County, AL",94534,2.9570630672562253
"Clearwater County, MN",8764,2.9566408032861706
"Dakota County, NE",20697,2.954679422138474
"Knox County, KY",31740,2.9545998739760555
"Decatur County, KS",2886,2.953222453222453
"Seward County, NE",17113,2.953193478641968
"DeKalb County, TN",19159,2.951876402735007
"Roberts County, SD",10294,2.9517194482222653
"Hodgeman County, KS",1919,2.9510161542470037
"Crisp County, GA",23061,2.950912796496249
"Cherokee County, IA",11752,2.9509019741320626
"Glascock County, GA",3053,2.950212905339011
"Wabaunsee County, KS",6960,2.9498563218390803
"Clay County, AL",13483,2.9497144552399317
"Campbell County, TN",40008,2.9488102379524097
"McNairy County, TN",26057,2.9485742794642515
"Neosho County, KS",16358,2.9483433182540653
"Hancock County, IN",71955,2.9473420888055033
"Parke County, IN",17033,2.947337521282217
"Sharkey County, MS",4662,2.945731445731446
"Shelby County, TN",936990,2.945513826188113
"Lac qui Parle County, MN",6916,2.9449103528050897
"Chickasaw County, MS",17357,2.9439995390908567
"Emmons County, ND",3426,2.942790426152948
"Washington County, NE",20338,2.942521388533779
"Burke County, GA",22838,2.9424643138628603
"Sully County, SD",1456,2.9395604395604398
"Hancock County, MS",46028,2.93927609281307
"Hyde County, SD",1440,2.938888888888889
"Floyd County, IN",76290,2.93887796565736
"Spink County, SD",6539,2.9386756384768313
"Schley County, GA",5089,2.937708783651012
"Saline County, MO",23214,2.9376669251313863
"Henry County, IL",49681,2.9360721402548258
"Le Flore County, OK",49885,2.9357121379172098
"Pierce County, GA",19030,2.93562795585917
"Austin County, TX",29107,2.935513793932731
"Montgomery County, KS",33765,2.93513993780542
"Sac County, IA",10034,2.9350209288419373
"Appling County, GA",18410,2.934546442151005
"Jackson County, KS",13365,2.9343808454919564
"Woodford County, IL",39123,2.934360861897094
"Oglethorpe County, GA",14743,2.93373126229397
"Coosa County, AL",10864,2.9325294550810015
"Frederick County, MD",243465,2.932363994824718
"Newton County, MS",21652,2.9322002586366156
"Union County, KY",15065,2.931297709923664
"Fulton County, IL",36047,2.9308402918412075
"Randolph County, GA",7224,2.9303709856035436
"Humboldt County, IA",9607,2.930051004475903
"Benton County, MS",8378,2.929696825017904
"Llano County, TX",19624,2.9289135752140236
"Cumberland County, TN",57895,2.9286812332671217
"Lawrence County, PA",88528,2.9272998373395986
"Adair County, KY",19156,2.92435790352892
"Gove County, KS",2682,2.923564504101417
"Rockingham County, VA",78427,2.9227561936577966
"Jefferson County, OH",67607,2.9221234487553063
"Wells County, IN",27836,2.92193562293433
"Grenada County, MS",21518,2.920810484245748
"Dickinson County, KS",19384,2.919933966157656
"Issaquena County, MS",1352,2.9178994082840237
"Bowie County, TX",93483,2.917813934084272
"Baylor County, TX",3639,2.9175597691673536
"Union County, MS",27989,2.9172174782950444
"McCook County, SD",5616,2.9166666666666665
"Wheeler County, TX",5642,2.9165189649060617
"Van Buren County, TN",5641,2.916149618861904
"Rush County, KS",3144,2.9153944020356235
"Banner County, NE",793,2.914249684741488
"Jeff Davis County, GA",14953,2.9135959339263025
"Washington County, CO",4814,2.912339011217283
"Lincoln County, KS",3134,2.912252712188896
"Pontotoc County, MS",30862,2.911444494848033
"Stone County, MO",31197,2.9109209218835144
"Laurens County, GA",47802,2.9105895150830507
"Sumner County, KS",23509,2.910502360797992
"Conecuh County, AL",12697,2.9098999763723716
"Jones County, GA",28701,2.9085397721333752
"Van Buren County, IA",7380,2.908536585365854
"Dougherty County, GA",92326,2.905714533284232
"Warren County, KY",121066,2.904985710273735
"Belmont County, OH",69228,2.904460622869359
"Taliaferro County, GA",1904,2.903886554621849
"Talladega County, AL",81057,2.9033396252020185
"Adams County, NE",31536,2.902841197361745
"Van Wert County, OH",28501,2.9008104978772673
"Bourbon County, KS",14751,2.900616907328317
"Crawford County, WI",16415,2.900091379835516
"Clay County, KS",8346,2.898993529834651
"Rankin County, MS",147930,2.898634489285473
"Whitfield County, GA",103653,2.8979865512816803
"Warren County, GA",5504,2.8971656976744184
"Stafford County, KS",4284,2.896591970121382
"Decatur County, TN",11703,2.8964368110740835
"Roanoke County, VA",93655,2.894517110672148
"Thurston County, NE",6989,2.8938331664043497
"McDuffie County, GA",21558,2.893774932739586
"Stanton County, KS",2115,2.893617021276596
"Madison County, KY",87324,2.893076359305575
"Carroll County, KY",10776,2.892260579064588
"Warren County, IL",17611,2.891942535915053
"Wagoner County, OK",76190,2.8907468171676074
"Crawford County, GA",12483,2.8907313946967874
"Dunn County, ND",4284,2.888422035480859
"Clermont County, OH",201092,2.888329719730273
"Creek County, OK",70931,2.8879897365044904
"Payne County, OK",79953,2.8868960514302153
"Titus County, TX",32592,2.8866286205203733
"Butler County, AL",20280,2.8857001972386587
"Clinton County, OH",41854,2.885626224494672
"Harrison County, IA",14335,2.885524938960586
"Christian County, MO",82053,2.883831182284621
"Lincoln County, MN",5793,2.883134817883653
"Monroe County, AL",21975,2.8826393629124003
"Ross County, OH",77193,2.882139572241006
"Franklin County, AL",31573,2.88205111962753
"Houston County, AL",103891,2.8815874329826454
"Sherman County, KS",6038,2.8810864524677045
"Cleburne County, AL",14991,2.8797945433927024
"Rusk County, TX",53197,2.879692463860744
"Brown County, KS",9810,2.8794087665647297
"Lancaster County, NE",301707,2.8791277630283685
"Tishomingo County, MS",19503,2.8789417012767267
"Lake of the Woods County, MN",3901,2.8772109715457574
"Pickens County, AL",20042,2.877207863486678
"Fentress County, TN",17936,2.8765053523639605
"Trego County, KS",2927,2.875982234369662
"Washington County, KS",5613,2.875645822198468
"Kent County, TX",667,2.8755622188905545
"Pottawatomie County, OK",71551,2.8755433187516597
"Love County, OK",9768,2.8754095004095004
"Champaign County, OH",39175,2.8751754945756223
"Logan County, OH",45388,2.871331629505596
"Butler County, KS",66264,2.8702462875769648
"Carroll County, MS",10301,2.8700126201339677
"Humphreys County, TN",18216,2.8698397013614403
"Hardin County, KY",107573,2.8691028417911557
"Oconee County, GA",35071,2.8672692537994355
"Clinch County, GA",6814,2.8655708834751983
"Shelby County, KY",44967,2.8650565970600663
"Sedgwick County, CO",2367,2.8631178707224336
"Clarke County, AL",24847,2.861552702539542
"Ramsey County, ND",11578,2.8589566419070653
"Clay County, MO",233135,2.858270958886482
"Muskogee County, OK",69939,2.8570182587683552
"Echols County, GA",4025,2.856645962732919
"Harrison County, OH",15521,2.8563236904838605
"St. Clair County, AL",86576,2.854728793199039
"Keya Paha County, NE",736,2.854619565217391
"Calloway County, KY",38302,2.8544201347188136
"Wayne County, IN",67423,2.8543523723358497
"Fillmore County, MN",20877,2.8528045217224696
"Hart County, GA",25518,2.8526922172584057
"Mercer County, OH",40886,2.8521009636550407
"Holt County, NE",10360,2.851833976833977
"Lauderdale County, TN",27261,2.8516928946113493
"Peach County, GA",26907,2.851488460251979
"Grant County, MN",5943,2.851253575635201
"Jackson County, MO",683643,2.850679375053939
"Galax city, VA",6858,2.8493729950422866
"Dale County, AL",49607,2.848428649182575
"Butler County, IA",14933,2.848389472979308
"Posey County, IN",25527,2.84678967367885
"Pendleton County, KY",14509,2.846577986077607
"Hamlin County, SD",5995,2.846371976647206
"Whitley County, KY",35842,2.84607443781039
"Autauga County, AL",55049,2.846009918436302
"Otoe County, NE",15890,2.84430459408433
"Emanuel County, GA",22723,2.8438146371517847
"Door County, WI",27669,2.843760164805378
"Marquette County, WI",15082,2.843190558281395
"Barren County, KY",43287,2.8381269203224986
"Morton County, KS",3033,2.837784371909001
"Edwards County, KS",2975,2.837310924369748
"Owsley County, KY",4552,2.836775043936731
"Logan County, OK",45171,2.834561997741914
"Clay County, TX",10367,2.8341853959679755
"Pocahontas County, WV",8620,2.833874709976798
"Brule County, SD",5312,2.8335843373493974
"Becker County, MN",33375,2.832119850187266
"Hendricks County, IN",155817,2.8306603258951206
"Morrow County, OH",35032,2.830640557204841
"Ness County, KS",3047,2.828683951427634
"Wabash County, IN",32177,2.8280759548746
"Lincoln County, NE",35777,2.827850294882187
"Grundy County, TN",13494,2.8277753075440937
"Jackson County, WV",29199,2.8276653310044866
"Perkins County, NE",2911,2.827550669872896
"Dallas County, AL",41426,2.82663061845218
"Glynn County, GA",82623,2.82605327814289
"Hardin County, TN",25839,2.825728549866481
"Traverse County, MN",3397,2.8251398292611127
"Clay County, WV",9033,2.8249750913317833
"Archer County, TX",8750,2.821942857142857
"Clay County, GA",3068,2.821382007822686
"Marion County, KS",12213,2.8205191189715877
"Washington County, MD",149571,2.8204397911359824
"Cook County, GA",17103,2.820206981231363
"Beckham County, OK",23290,2.81970802919708
"Champaign County, IL",206420,2.8185447146594322
"Taylor County, KY",25315,2.8162354335374284
"Montague County, TX",19384,2.813970284770945
"Huntington County, IN",36696,2.813794419010246
"Gallatin County, KY",8543,2.8130633267002225
"Walton County, GA",87436,2.812582917791299
"Claiborne County, TN",31701,2.810573798933788
"Gilmer County, GA",28956,2.809469539991712
"Jewell County, KS",3003,2.808857808857809
"Randolph County, AL",22615,2.8087110325005527
"Iowa County, WI",23751,2.8083449117931876
"McPherson County, SD",2252,2.808170515097691
"Haakon County, SD",2073,2.808007718282682
"Sheridan County, WY",29924,2.8078465445796015
"Bartholomew County, IN",80203,2.8059673578295077
"Tipton County, TN",61558,2.8058741349621497
"Defiance County, OH",38488,2.805601745998753
"Montgomery County, GA",9005,2.805330372015547
"Elbert County, GA",19394,2.8051459214189958
"McIntosh County, GA",13941,2.8042464672548597
"Auglaize County, OH",45871,2.8025549911708922
"Bryan County, GA",34104,2.8012843068261786
"Lewis County, KY",13646,2.8006009086911914
"Meeker County, MN",23094,2.799688230709275
"Shelby County, OH",48949,2.7993013136121268
"Crawford County, KS",39281,2.799292278709809
"Jackson County, NC",41227,2.797923690785165
"Grayson County, KY",26092,2.797754100873831
"Madison County, GA",28362,2.797510753825541
"Saunders County, NE",20946,2.797049556001146
"Dooly County, GA",14089,2.7962949819007736
"Clark County, IN",113993,2.7960751975998526
"Carroll County, OH",28108,2.795076134908211
"Gordon County, GA",56079,2.794860821341322
"Sumter County, GA",31070,2.7948503379465723
"Metcalfe County, KY",9983,2.7945507362516278
"Rabun County, GA",16312,2.7940779794016675
"Carroll County, IN",20007,2.7938721447493378
"Vigo County, IN",108099,2.791857463991341
"Shelby County, IA",11944,2.7911922304085732
"Dade County, GA",16356,2.790841281486916
"Cass County, NE",25463,2.7906766681066646
"Morgan County, GA",17943,2.7906704564454103
"Beltrami County, MN",45644,2.790552975199369
"Jefferson County, FL",14082,2.790015622780855
"O'Brien County, IA",14055,2.7881181074350763
"Oklahoma County, OK",764698,2.7879855838514027
"Sebastian County, AR",127351,2.7879168597027113
"Lanier County, GA",10382,2.7879021383163165
"Jasper County, GA",13571,2.7870459067128435
"Davison County, SD",19824,2.7847558514931396
"Marshall County, SD",4743,2.7847353995361583
"Grant County, KS",7748,2.783557046979866
"Hamilton County, IN",303042,2.783445858989843
"Brantley County, GA",18403,2.782426778242678
"Kingman County, KS",7697,2.7819929842795896
"Morgan County, OH",14857,2.7817863633304167
"Chase County, KS",2694,2.7817371937639197
"Wyandot County, OH",22359,2.781161948208775
"Henderson County, TX",79213,2.7811344097559743
"Madison County, IN",129862,2.780474657713573
"Bledsoe County, TN",14073,2.778156754068074
"St. Bernard Parish, LA",44091,2.7774375722936653
"McPherson County, KS",29164,2.7764024139349885
"Pocahontas County, IA",7061,2.776235660671293
"Chickasaw County, IA",12164,2.7762249260111806
"Lafayette County, MS",52193,2.7761960416147757
"Cowley County, KS",35977,2.7759123884704118
"Scott County, MS",28268,2.7741969718409507
"Wayne County, TN",16842,2.7730079562997267
"Stanley County, SD",2964,2.7719298245614037
"Roanoke city, VA",99329,2.771688026658881
"Escambia County, AL",37875,2.7708514851485146
"Russell County, KS",6988,2.770606754436176
"Tazewell County, IL",135400,2.7694091580502214
"Cleveland County, OK",271818,2.766288472433761
"Shelby County, AL",205951,2.7662016693291123
"Harper County, KS",5798,2.765608830631252
"McCreary County, KY",17850,2.7656022408963588
"Saline County, KS",55547,2.7653878697319385
"Fayette County, PA",134229,2.765341319685016
"Loving County, TX",76,2.763157894736842
"Bullitt County, KY",77727,2.7629266535438135
"Grant County, IN",68269,2.7629231422754104
"Elmore County, AL",80957,2.7627011870499154
"Russell County, AL",58636,2.762125656593219
"Colquitt County, GA",46002,2.7617277509673492
"Covington County, AL",37729,2.7617217524980786
"Irwin County, GA",9365,2.7599572877736254
"Boyle County, KY",29650,2.758954468802698
"Monroe County, GA",27044,2.7585046590741014
"Bolivar County, MS",33615,2.758351926223412
"Daviess County, KY",98724,2.7577691341517765
"Polk County, AR",20290,2.7576638738294728
"Jefferson County, GA",16201,2.7547682241836924
"Brown County, SD",38430,2.754566744730679
"Davis County, IA",8768,2.753193430656934
"Pearl River County, MS",55167,2.753131401018725
"Jackson County, CO",1306,2.7519142419601836
"Northumberland County, VA",12272,2.7507333767926987
"Pendleton County, WV",7291,2.7501028665477985
"Cass County, MN",28633,2.7500436559214894
"Greene County, AL",8587,2.7490392453709096
"Potter County, SD",2306,2.748915871639202
"Clark County, SD",3639,2.7480076944215446
"Washington County, MS",48824,2.7429747665082744
"Columbia County, WI",56650,2.7428773168578995
"Buffalo County, SD",2052,2.742690058479532
"Brown County, MN",25327,2.7426461878627553
"Lawrence County, IL",16582,2.742130020504161
"Unicoi County, TN",17945,2.7414878796322095
"Wood County, WI",73621,2.7407261515056844
"Warren County, OH",222184,2.7401613077449323
"Hardy County, WV",13942,2.7401377133840197
"Hughes County, SD",17518,2.739810480648476
"Hardeman County, TN",25975,2.7397112608277188
"Houston County, GA",149137,2.7385692349986925
"Elliott County, KY",7661,2.7381542879519647
"Columbiana County, OH",105230,2.7381165066996105
"DeKalb County, AL",70937,2.737344404189633
"Aransas County, TX",24729,2.737150713736908
"Garrett County, MD",29677,2.7369343262459145
"Hancock County, OH",75672,2.736890791838461
"Smith County, KS",3701,2.7368278843555798
"Marion County, MS",25810,2.736458736923673
"Effingham County, GA",55852,2.7356048127193295
"Fannin County, GA",24017,2.7350626639463713
"Montgomery County, AL",227392,2.7349159161272163
"Fremont County, IA",7019,2.73472004559054
"Covington County, MS",19503,2.733938368456135
"Adams County, MS",31747,2.7312186978297164
"Roberts County, TX",939,2.730564430244941
"Calhoun County, IA",9876,2.7287363304981773
"Walton County, FL",61528,2.7279450006501107
"Benton County, AR",245231,2.7272530797492975
"Vilas County, WI",21373,2.726945211247836
"Wilkinson County, GA",9312,2.7264819587628866
"Campbell County, SD",1553,2.7263361236316808
"Meade County, KY",28751,2.725922576606031
"Peoria County, IL",186818,2.7255457182926697
"Crenshaw County, AL",13896,2.724525043177893
"Wayne County, NE",9414,2.723496919481623
"Rains County, TX",11087,2.723369712275638
"Polk County, IA",459159,2.7225166010031385
"Henry County, OH",27890,2.7218357834349227
"Terrell County, TX",778,2.7210796915167097
"Washington County, AL",16909,2.719439351824472
"Ohio County, WV",43257,2.7172249578102967
"Sumter County, AL",13285,2.715769665035755
"Rowan County, KY",24302,2.7151263270512715
"Tulsa County, OK",629823,2.714813526975039
"Perry County, MS",12174,2.713816329883358
"Ben Hill County, GA",17405,2.712898592358518
"Menifee County, KY",6345,2.71284475965327
"Brown County, IL",6836,2.71255119953189
"Okfuskee County, OK",12212,2.7124140189977073
"Cumberland County, KY",6780,2.711061946902655
"Fayette County, IN",23608,2.710352422907489
"Mobile County, AL",414291,2.7099937000803784
"Bandera County, TX",21015,2.709731144420652
"Chautauqua County, KS",3470,2.709510086455331
"Williams County, OH",37270,2.708693319023343
"Logan County, KS",2800,2.7085714285714286
"Monroe County, OH",14442,2.7072427641600885
"Staunton city, VA",24234,2.7067343401832136
"Santa Rosa County, FL",163903,2.706015143102933
"Daviess County, IN",32583,2.7057668109136666
"Phillips County, KS",5484,2.7035010940919038
"Hinsdale County, CO",856,2.703271028037383
"Howard County, IN",82728,2.70326854269413
"Campbell County, KY",91456,2.7025564205738277
"Gregg County, TX",123283,2.702416391554391
"Jasper County, IA",36715,2.701620591039085
"Lyon County, KS",33401,2.7013562468189574
"Dubois County, IN",42345,2.70126343133782
"Tift County, GA",40691,2.700916664618712
"Montgomery County, IN",38108,2.7005090794583815
"Scott County, KS",4958,2.700080677692618
"Lyon County, MN",25670,2.700038955979743
"Park County, CO",16440,2.698905109489051
"Ouray County, CO",4651,2.698344442055472
"Phillips County, CO",4347,2.697952610996089
"Perry County, OH",35947,2.696720171363396
"Scotts Bluff County, NE",36599,2.695784037815241
"Murray County, MN",8463,2.694670920477372
"Wibaux County, MT",1143,2.694663167104112
"Lane County, KS",1687,2.6941315945465325
"Cherokee County, NC",27226,2.6940057298170865
"Miami County, OH",103864,2.694003697142417
"Dodge County, NE",36679,2.6938302570953407
"Haralson County, GA",28667,2.692712875431681
"Carson County, TX",6027,2.6908909905425586
"Bartow County, GA",101942,2.690628004159228
"Troup County, GA",69314,2.689009435323311
"Barton County, KS",27214,2.687330050709194
"Jefferson County, AL",659096,2.6847576073895154
"Floyd County, IA",16004,2.6840789802549363
"Banks County, GA",18336,2.6825370855148343
"Lamar County, MS",59623,2.682354125085957
"Copiah County, MS",28780,2.6812022237665043
"Franklin County, GA",22188,2.680593113394628
"Cameron County, PA",4807,2.6798418972332017
"Ottawa County, OK",32022,2.6791580788208105
"Claiborne County, MS",9209,2.6787924856119014
"Thomas County, KS",7909,2.677708939183209
"Red River County, TX",12455,2.6774789241268566
"Cameron Parish, LA",6739,2.6774002077459564
"Washakie County, WY",8351,2.6741707579930547
"Green County, WI",37050,2.67417004048583
"Screven County, GA",14114,2.6735865098483775
"Clark County, KS",2131,2.673392773345847
"Jefferson County, IA",17662,2.6722341750651117
"Graham County, NC",8651,2.6710206912495664
"Chattooga County, GA",25046,2.6705661582687856
"Mahaska County, IA",22324,2.6705339544884428
"Fayette County, KY",311529,2.6699151603863527
"Franklin County, IA",10393,2.6689117675358416
"Harvey County, KS",34814,2.668552881024875
"Oldham County, KY",63876,2.6682008892228692
"Warrick County, IN",61427,2.6660914581535806
"Pike County, GA",17843,2.6659194081712716
"Washington County, GA",20680,2.665667311411992
"Adams County, WI",20294,2.66556617719523
"Bacon County, GA",11251,2.664207625988801
"Wood County, TX",43198,2.664012222788092
"Wise County, TX",62089,2.663563594195429
"Mitchell County, KS",6299,2.6634386410541357
"Young County, TX",18275,2.662106703146375
"Yellow Medicine County, MN",10038,2.661785216178522
"Swain County, NC",14234,2.661655191794295
"Floyd County, TX",6088,2.661629434954008
"White County, TN",26373,2.6608652788837066
"Big Stone County, MN",5098,2.6608473911337778
"Wayne County, GA",30006,2.658268346330734
"Osborne County, KS",3746,2.656700480512547
"Upson County, GA",26394,2.6565128438281427
"Cooke County, TX",38878,2.6562837594526467
"Fisher County, TX",3847,2.655055887704705
"Refugio County, TX",7315,2.653861927546138
"Washington County, OH",61154,2.6535631356902245
"Muskingum County, OH",85991,2.653510251072787
"Wayne County, MS",20517,2.653214407564459
"White County, GA",28140,2.652629708599858
"Baldwin County, AL",199510,2.651230514761165
"Camden County, GA",52092,2.6500422329724334
"Houston County, MN",18791,2.6499920174551646
"McDonough County, IL",31727,2.649289248904718
"Macon County, AL",19684,2.6479882137776873
"Borden County, TX",698,2.646131805157593
"Delaware County, IN",116463,2.6434661652198552
"Salem city, VA",25290,2.6433372874654015
"Comanche County, OK",124583,2.64271208752398
"Montgomery County, IA",10380,2.641907514450867
"Plymouth County, IA",24972,2.640397244914304
"Menard County, TX",2163,2.6403143781784557
"Crawford County, IA",17147,2.638653991951945
"Nassau County, FL",77187,2.638281057691062
"Atchison County, KS",16557,2.638038291961104
"Keokuk County, IA",10234,2.637092046120774
"Glasscock County, TX",1253,2.636871508379888
"Colorado County, TX",20792,2.6349076567910736
"Marion County, GA",8646,2.6348600508905853
"Sauk County, WI",63317,2.631362825149644
"Morgan County, CO",28288,2.6311510180995477
"Bosque County, TX",17953,2.631147997549156
"Reno County, KS",63803,2.6310361581743806
"Greene County, PA",37669,2.630943215906979
"Green Lake County, WI",18881,2.6300513743975427
"Clay County, SD",14029,2.629267944971131
"Butler County, OH",373638,2.6267777902675853
"LaSalle County, IL",111935,2.623942466610086
"Lubbock County, TX",294682,2.622474396128708
"Grant County, KY",24705,2.6224650880388585
"Shackelford County, TX",3323,2.622028287691845
"Indian River County, FL",145342,2.621196901102228
"Coahoma County, MS",24804,2.6208676019996773
"Roosevelt County, NM",19618,2.620603527372821
"Crawford County, OH",42485,2.618218194656938
"Sevier County, AR",17193,2.6181585528994358
"Deuel County, NE",1932,2.617494824016563
"Fulton County, IN",20412,2.617283950617284
"Twiggs County, GA",8363,2.6171230419705847
"Guernsey County, OH",39478,2.6168498910785756
"Carroll County, AR",27690,2.616612495485735
"Fond du Lac County, WI",101968,2.616271771536168
"Wharton County, TX",41377,2.613988447688329
"Rockwall County, TX",88010,2.6132144074536985
"Cass County, MI",51795,2.612626701419056
"San Juan County, CO",552,2.61231884057971
"Powell County, KY",12387,2.611931864051021
